feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,class
0.06,0.93,,0.33,1.53,1.53,152.51,81.01,67.33,,0.94,14.47,15.47,9.56,93.52,4.05,1.76,0.0,2.82,20.6,1.0
0.2,0.2,50.0,,,,25801.5,,,,,,1.0,0.2,0.0,,,0.0,0.0,0.0,1.0
20.01,42.04,10.89,0.49,1.5,1.55,198.06,103.03,101.62,4.73,0.52,1.1,2.1,47.09,52.41,49.93,2.58,0.0,10.71,31.5,1.0
5.22,6.99,,1.78,4.42,4.42,624.31,353.46,138.29,,25.3,33.87,1.34,12.4,25.3,21.38,85.09,0.0,8.31,35.27,1.0
-13.94,29.74,-25.4,0.0,0.15,0.24,663.37,136.17,962.3,88.85,1.47,-3.13,-2.13,-5.99,146.86,-5.71,-0.72,0.0,14.48,181.15,1.0
61.29,73.18,74.69,5.5,6.16,6.16,443.58,46.69,71.27,,0.16,0.19,1.19,61.29,16.24,377.29,,0.0,0.0,0.0,1.0
15.94,26.01,,0.95,1.99,1.99,23.46,0.11,8.95,,0.39,0.63,1.63,16.46,38.7,57.04,2.64,0.0,0.0,0.0,1.0
-1.34,-13.42,-0.69,2.6,2.71,2.71,188.11,4.11,36.77,0.1,0.9,9.01,10.01,-1.34,90.01,5.87,1.73,0.0,0.0,0.0,1.0
-0.85,-0.97,,1.07,1.07,1.07,265.73,,39.54,,12.4,14.16,1.14,-0.85,12.4,-6.85,1.01,0.0,0.0,0.0,1.0
58.41,71.68,,1.16,5.4,5.4,458.62,355.98,83.93,,18.5,22.7,1.23,62.83,18.5,315.69,,0.0,0.0,0.0,1.0
5.95,6.23,,25.15,29.04,30.29,730.73,67.35,17.28,21.59,0.04,0.05,1.05,15.78,4.42,218.44,3.53,0.0,14.43,34.53,1.0
-2.01,12.75,-4.93,0.26,0.37,0.69,891.97,112.96,1017.25,324.75,1.16,-7.34,-6.34,7.14,115.78,1.07,-0.81,0.0,15.46,53.77,1.0
-38.32,-49.56,-17.47,4.47,4.48,4.48,165.93,0.35,36.65,,0.23,0.29,1.29,10.06,22.68,-168.94,,0.0,22.06,177.67,1.0
0.38,0.48,0.26,0.19,2.41,2.86,251.62,105.89,29.31,21.37,0.2,0.25,1.26,13.02,19.62,44.47,1.79,7.36,6.34,41.37,1.0
6.47,10.26,,2.71,2.85,2.85,123.37,5.75,42.87,,0.37,0.58,1.58,6.47,36.91,17.54,,0.0,0.0,0.0,1.0
-9.64,102.96,,0.6,0.6,0.6,,,,,1.09,-11.68,-10.68,-9.64,109.37,-8.82,-0.28,0.0,,0.0,1.0
6.73,22.03,,0.17,0.97,0.97,129.72,62.42,78.42,,0.69,2.27,3.27,21.33,69.43,15.31,1.02,0.0,4.06,35.19,1.0
1.79,1.81,11.06,78.64,78.64,84.48,1313.02,,26.39,154.04,0.01,0.01,1.01,2.46,1.18,150.82,,0.0,4.21,22.88,1.0
7.26,42.3,8.35,0.01,1.83,1.83,418.97,402.17,220.36,,82.85,482.98,5.83,24.51,82.85,9.65,7.1,0.0,19.86,37.9,1.0
9.46,12.74,4.02,2.97,3.83,3.92,154.75,33.42,39.08,3.37,25.71,34.61,1.35,25.94,25.71,38.99,,0.0,7.0,46.29,1.0
3.63,29.18,16.22,0.09,0.95,0.95,1626.05,1210.9,1406.4,,0.88,7.04,8.04,9.15,87.56,4.15,0.74,0.0,18.25,39.27,1.0
49.14,217.11,0.8,0.37,1.29,1.29,5.92,4.16,4.53,,0.77,3.42,4.42,49.14,77.37,63.52,,0.0,0.0,0.0,1.0
11.45,12.11,1.39,8.72,18.34,18.34,44.28,22.98,2.39,,0.05,0.06,1.06,11.45,5.45,210.0,,0.0,0.0,0.0,1.0
-0.63,-0.7,-0.43,5.74,10.42,10.42,148.24,110.92,23.71,,0.1,0.11,1.11,-0.63,9.6,-6.55,,0.0,0.0,0.0,1.0
7.11,10.72,2.43,1.41,2.85,2.85,124.54,36.85,31.46,,0.34,0.51,1.51,37.31,33.67,33.18,2.77,0.0,7.16,34.11,1.0
1.37,7.55,0.86,0.02,1.24,1.24,227.93,221.04,181.1,,81.86,451.14,5.51,53.64,81.86,1.67,,0.0,32.73,90.14,1.0
2.31,90.73,,0.46,0.95,0.95,190.54,83.55,168.53,,0.97,38.3,39.3,7.57,97.46,3.5,0.74,0.0,2.04,35.3,1.0
-33.91,-88.5,-4.8,0.99,1.16,1.21,51.5,4.93,29.65,1.54,0.62,1.61,2.61,31.13,61.68,-24.51,1.33,0.0,6.57,28.8,1.0
-7.63,-28.94,-1.21,0.3,1.19,1.19,57.82,37.7,42.1,0.01,73.63,279.25,3.79,-5.16,73.63,-6.55,2.17,0.0,0.39,33.4,1.0
21.0,22.39,77.14,16.08,16.08,16.08,1337.44,,82.29,,6.22,6.63,1.07,21.0,6.22,337.5,,0.0,0.0,0.0,1.0
22.45,36.64,17.43,0.77,2.06,2.06,282.63,132.05,102.61,,0.39,0.63,1.63,48.29,38.74,67.71,2.53,0.0,20.07,43.52,1.0
5.93,91.98,8.54,0.4,0.5,0.52,524.06,34.55,358.72,5.67,0.94,14.5,15.5,8.66,93.55,13.99,0.48,24.3,2.79,8.99,1.0
2.13,32.64,1.3,0.11,1.2,1.22,222.5,154.1,141.5,2.3,0.89,13.68,15.34,17.94,89.17,4.76,1.16,16.74,7.09,46.95,1.0
8.67,38.09,3.36,0.04,0.76,1.05,141.06,77.14,107.74,32.04,0.77,3.39,4.39,12.43,77.24,12.77,1.27,0.0,1.16,27.32,1.0
1.37,39.12,10.15,0.04,0.05,0.09,2706.58,27.93,2545.88,89.38,96.51,2764.95,28.65,4.88,96.51,1.41,0.04,0.0,19.07,46.23,1.0
3.05,37.41,1.42,0.27,0.97,0.99,169.49,100.82,153.91,2.58,0.92,11.26,12.26,3.05,91.84,7.22,0.91,0.0,0.0,0.0,1.0
10.5,48.49,,1.12,1.13,1.13,72.15,0.63,8.17,,0.78,3.62,4.62,10.5,78.35,38.79,1.85,66.9,0.0,0.0,1.0
1.57,3.5,1.22,0.54,0.65,0.65,282.05,17.82,152.42,,0.55,1.23,2.23,20.64,55.16,9.16,0.71,0.0,12.84,66.14,1.0
14.24,28.15,32.22,1.32,1.73,1.73,823.29,166.35,401.48,,0.49,0.98,1.98,23.84,49.4,30.0,3.46,0.0,21.71,31.17,1.0
1.02,3.58,,2.04,5.07,5.08,642.92,170.99,56.37,0.25,0.72,2.52,3.52,25.19,71.58,18.9,1.68,0.0,30.63,41.72,1.0
5.16,12.19,,1.81,1.95,1.95,540.55,27.36,198.59,,57.69,136.37,2.36,8.43,57.69,14.47,2.29,0.0,4.8,21.85,1.0
12.27,12.71,,26.47,28.91,28.91,376.02,31.43,12.86,,0.03,0.04,1.04,12.27,3.46,354.83,,0.0,0.0,0.0,1.0
-1.71,-3.98,,1.04,5.58,5.58,158.34,13.67,15.34,,57.14,133.3,2.33,15.39,57.14,11.01,1.99,34.52,5.83,38.93,1.0
-13.58,-20.3,-68.64,0.64,3.29,3.29,1839.9,1464.84,553.87,,0.33,0.49,1.49,-13.58,33.1,-41.03,,0.0,0.0,0.0,1.0
0.71,1.52,,0.37,0.6,0.6,1518.88,179.82,795.58,,0.53,1.14,2.14,46.06,53.28,1.34,0.69,0.0,141.14,268.22,1.0
29.83,35.0,,4.1,4.1,6.77,74.22,,10.84,28.98,0.15,0.17,1.17,29.83,14.77,201.96,,0.0,0.0,0.0,1.0
4.19,7.95,,2.56,2.56,2.56,119.61,,46.16,,0.47,0.9,1.9,265.78,47.34,8.84,,0.0,62.97,69.27,1.0
-22.42,-24.57,,11.43,11.43,11.43,,,,,0.09,0.1,1.1,-22.42,8.75,-256.25,,0.0,,0.0,1.0
2.27,5.58,,0.39,2.2,2.2,269.59,193.08,106.89,,0.45,1.11,2.45,62.1,45.21,12.45,3.96,0.0,39.38,76.38,1.0
2.24,6.09,0.72,1.11,1.56,1.59,117.44,32.58,72.76,2.73,0.63,1.72,2.72,10.91,63.17,6.78,218.3,0.0,2.07,36.63,1.0
0.15,1.08,0.21,0.1,0.48,0.51,491.48,159.55,414.13,11.77,0.86,6.05,7.05,20.36,85.82,1.17,0.26,0.0,27.28,74.89,1.0
9.85,11.29,5.13,3.44,3.68,7.15,189.48,5.68,23.8,82.63,0.13,0.15,1.15,10.65,12.7,248.97,10.01,0.0,0.31,1.67,1.0
-22.88,-2130.83,,0.29,0.65,0.78,396.26,110.68,308.93,38.84,0.99,92.13,93.13,4.08,98.93,-9.38,0.45,0.0,20.88,86.6,1.0
3.18,10.49,2.49,0.45,1.43,1.43,285.91,193.4,197.14,,0.7,2.3,3.3,3.18,69.72,4.56,,0.0,0.0,0.0,1.0
16.32,17.11,,21.6,21.6,21.6,1262.19,,57.79,,0.05,0.05,1.05,16.32,4.63,352.5,,0.0,0.0,0.0,1.0
-0.33,-2.15,-0.48,0.36,0.4,0.53,174.67,18.42,438.82,55.23,84.44,542.76,6.43,1.47,84.44,0.05,0.28,0.0,2.61,88.61,1.0
21.3,22.88,23.87,14.51,14.51,14.51,305.91,,27.81,,0.07,0.07,1.07,35.66,6.89,308.96,,0.0,16.09,32.96,1.0
20.73,22.34,44.31,13.87,13.87,13.87,778.03,,55.46,,0.07,0.08,1.08,20.73,7.21,287.62,,0.0,0.0,0.0,1.0
0.44,1.11,0.28,0.03,1.39,1.44,233.85,146.79,115.63,6.14,0.6,1.54,2.54,19.61,60.49,3.31,1.78,3.61,8.8,58.94,1.0
2.77,-19.88,3.99,0.02,0.26,0.26,524.53,140.66,570.68,,1.14,-8.17,-7.17,2.77,113.94,9.46,-0.2,3.93,0.0,0.0,1.0
15.34,44.51,3.55,1.64,1.68,1.68,84.17,1.83,49.6,,0.66,1.9,2.9,76.69,65.54,23.41,,0.0,14.19,75.39,1.0
21.62,91.68,16.97,0.16,0.78,0.79,262.16,133.7,215.93,0.56,0.76,3.24,4.24,21.63,76.42,29.7,0.6,0.0,0.0,0.0,1.0
3.22,32.6,1.73,0.31,0.88,0.88,196.3,94.54,165.74,0.13,0.9,9.13,10.13,11.37,90.13,10.79,0.59,0.0,4.4,36.35,1.0
12.03,15.93,,3.02,5.2,5.2,163.51,59.11,30.38,,24.51,32.47,1.32,100.67,24.51,53.65,139.25,0.0,29.95,61.65,1.0
8.81,200.32,,0.42,0.87,0.87,166.52,61.73,138.02,,0.96,21.73,22.73,21.24,95.6,18.68,0.48,0.08,4.23,23.44,1.0
0.92,36.22,,0.1,1.58,1.78,96.42,71.69,48.57,9.76,0.97,38.3,39.3,3.3,97.46,4.67,0.57,0.0,0.45,47.67,1.0
-4.19,-4.47,-11.89,137.92,212.92,212.92,275.37,360.0,4.8,,0.06,0.07,1.07,-4.19,6.34,-66.05,,0.0,0.0,0.0,1.0
35.13,99.43,,1.56,1.56,1.56,290.38,,184.04,,0.65,1.83,2.83,50.41,64.67,54.33,,0.0,9.16,20.47,1.0
-10.7,20.89,-7.55,0.19,0.23,0.23,256.77,15.48,372.74,,151.21,-295.29,-1.95,10.36,151.21,8.71,-0.71,0.0,14.85,48.12,1.0
34.55,71.34,77.79,1.94,1.94,1.94,688.94,,417.96,,0.52,1.06,2.06,34.55,51.57,67.01,,0.0,0.0,0.0,1.0
2.01,4.7,0.61,0.05,0.88,1.12,110.22,39.97,40.13,11.72,0.57,1.34,2.34,39.97,57.27,10.25,1.01,12.97,8.41,53.98,1.0
7.93,25.78,3.92,0.11,0.4,0.78,179.76,34.73,130.48,47.06,0.69,2.25,3.25,33.59,69.25,24.01,0.67,-4.15,12.67,55.2,1.0
3.86,7.8,,0.1,0.84,1.36,513.5,126.19,192.38,101.17,0.51,1.02,2.02,8.53,50.53,8.2,1.13,0.83,4.75,56.88,1.0
-1.17,-99.27,-37.36,0.73,1.15,1.15,11641.94,8.28,19.95,,0.99,83.98,84.98,-1.17,98.82,1.55,1.0,11.55,0.0,0.0,1.0
1.24,2.69,1.9,0.17,0.85,1.38,556.31,185.52,235.23,157.8,0.54,1.16,2.16,3.4,53.74,4.41,1.81,10.99,3.29,31.03,1.0
6.31,52.2,7.9,1.58,7.13,7.76,455.68,310.47,55.91,35.01,0.88,7.24,8.27,21.17,87.62,7.48,23.75,3.09,12.99,42.66,1.0
21.14,32.91,7.08,0.71,1.37,1.37,121.86,28.08,-15.23,,35.77,55.7,1.56,41.06,35.77,75.58,1.27,47.55,5.15,27.34,1.0
11.85,30.95,3.95,0.1,1.55,1.55,121.2,107.14,73.87,,0.62,1.61,2.61,23.2,61.71,34.35,9.18,0.0,3.78,-62.81,1.0
-0.48,-1.8,,0.27,0.8,0.84,280.18,95.37,158.82,7.24,73.65,278.36,3.78,3.56,73.65,4.35,0.6,7.86,2.34,38.49,1.0
10.56,17.03,1.4,1.95,2.29,2.29,48.13,6.09,18.09,,0.38,0.61,1.61,21.54,37.99,48.79,4.75,0.0,1.45,267.8,1.0
-1.09,-7.17,-0.24,0.01,0.63,0.63,79.07,40.63,65.89,,0.85,5.55,6.55,98.38,84.73,-1.29,0.33,0.0,21.61,86.04,1.0
1.08,1.41,0.86,2.23,2.27,2.27,289.55,2.78,66.3,,0.23,0.3,1.3,7.49,23.18,56.87,1.63,0.0,3.52,-6.12,1.0
-6.39,-20.03,-4.97,0.45,0.71,0.71,283.49,48.46,190.92,1.42,0.68,2.14,3.14,0.35,68.12,29.68,0.62,0.0,5.24,17.63,1.0
100.0,100.0,3.34,,,,8.71,267.32,,,,,1.0,100.0,0.0,,,0.0,0.0,0.0,1.0
1.77,28.97,,0.63,1.2,1.2,2297.13,1049.99,1859.31,,0.94,15.32,16.32,1.77,93.87,2.3,9.42,11.92,0.0,0.0,1.0
28.81,50.8,,0.94,2.19,2.2,147.08,70.26,55.85,0.03,0.43,0.76,1.76,191.89,43.3,69.52,3.85,0.0,48.42,59.47,1.0
24.64,26.48,70.83,14.38,14.38,14.38,1046.5,,72.0,,0.07,0.07,1.07,24.64,6.96,354.17,,0.0,0.0,0.0,1.0
-30.48,707.57,-10.58,0.56,0.95,0.95,126.35,51.95,130.3,,1.04,-24.21,-23.21,-28.04,104.31,-27.77,-8.08,0.0,0.85,-11.09,1.0
4.67,20.67,3.21,0.37,0.62,0.62,249.75,4.77,18.89,,0.77,3.42,4.42,35.64,77.39,12.05,0.97,0.0,21.25,60.55,1.0
8.27,12.47,,0.3,3.01,3.01,315.94,281.48,17.78,,0.34,0.51,1.51,16.04,33.72,24.51,,27.53,4.97,25.51,1.0
24.11,31.94,5.0,1.25,1.25,4.08,75.49,,18.29,51.86,0.24,0.32,1.32,30.07,24.49,98.45,,0.0,1.24,14.92,1.0
21.51,54.19,4.74,0.87,1.55,1.55,80.19,21.97,32.46,0.0,0.6,1.52,2.52,69.72,60.31,59.89,1.1,0.0,10.62,50.62,1.0
-0.47,1.92,-174.88,0.03,0.1,0.79,135849.88,11599.53,168018.7,115809.49,1.24,-5.09,-4.09,-0.47,124.42,3.98,-17.85,0.0,0.0,0.0,1.0
6.32,15.66,8.43,4.63,7.29,7.29,485.61,81.84,30.81,,0.6,1.48,2.48,22.03,59.64,18.72,1.76,0.0,20.96,42.67,1.0
9.98,29.15,,0.08,0.67,0.67,215.55,82.28,139.82,,0.66,1.92,2.92,34.49,65.76,32.17,0.62,0.0,9.93,34.39,1.0
21.69,24.87,,2.7,3.01,3.01,850.22,33.48,107.5,,0.13,0.15,1.15,21.69,12.78,173.14,1.42,0.0,0.0,0.0,1.0
-57.34,62.07,-46.86,0.25,0.26,0.47,297.47,8.31,560.67,117.99,1.92,-2.08,-1.08,-8.37,192.38,-25.34,-9.13,0.0,40.02,226.64,1.0
3.11,62.06,15.22,0.05,1.45,1.45,1784.44,1699.93,1219.51,0.06,0.95,18.99,19.99,3.64,95.0,3.34,616.93,0.0,2.63,15.59,1.0
33.77,64.95,17.54,1.92,2.74,2.74,189.1,39.39,48.19,,0.48,0.92,1.92,33.81,48.0,88.54,2.51,0.0,0.02,0.09,1.0
-1.16,-10.42,,0.17,0.25,0.82,149.45,10.51,130.7,74.67,0.89,7.95,8.95,6.09,88.83,6.82,0.42,0.0,2.23,37.1,1.0
23.77,27.89,,9.42,9.42,9.42,432.19,,45.35,,14.78,17.35,1.17,23.77,14.78,160.78,,0.0,0.0,0.0,1.0
-4.03,-4.7,,0.74,7.02,7.02,28997.5,51011.73,8124.93,,14.24,16.61,1.17,-4.03,14.24,-28.32,,0.0,0.0,0.0,1.0
3.06,4.14,0.45,1.62,3.83,3.83,53.1,30.35,13.71,,26.1,35.31,1.35,36.92,26.1,11.72,,0.0,4.94,-20.84,1.0
8.34,36.73,2.75,0.53,1.29,1.29,120.24,70.49,91.93,,0.77,3.41,4.41,8.34,77.31,10.78,,0.0,0.0,0.0,1.0
-3.34,-13.62,,1.32,1.32,1.32,121.62,0.0,90.78,,0.75,3.08,4.08,-3.34,75.48,-4.42,,0.0,0.0,0.0,1.0
4.61,26.08,5.06,0.0,0.42,1.16,399.88,134.85,325.26,241.58,0.82,4.66,5.66,4.63,82.33,9.67,3.93,0.0,0.02,0.16,1.0
-4.33,237.21,-3.87,0.22,0.44,0.44,325.23,34.46,155.82,0.6,1.02,-55.74,-54.74,31.06,101.83,9.02,0.64,0.0,31.62,75.79,1.0
74.04,-2250.0,,0.92,0.92,0.92,62.56,,62.94,,1.03,-31.39,-30.39,270.06,103.29,71.68,,0.0,24.82,46.0,1.0
2.06,15.63,1.42,0.2,0.75,1.08,251.03,119.93,215.29,71.34,0.87,6.58,7.58,2.06,86.81,4.74,2.21,0.0,0.0,0.0,1.0
1.24,8.99,,0.56,1.07,1.15,224.29,88.24,175.24,13.53,0.86,6.25,7.25,6.65,86.2,6.84,2.2,0.0,2.4,25.72,1.0
2.54,22.08,5.04,0.02,0.36,0.55,722.57,168.91,356.14,94.91,0.71,6.21,8.7,12.17,71.35,6.17,0.19,20.98,13.67,56.42,1.0
8.23,24.29,,1.59,3.39,3.39,296.28,155.68,86.53,,0.66,1.95,2.95,59.41,66.13,12.44,,36.04,32.78,61.57,1.0
0.94,1.58,0.72,0.28,2.97,2.97,278.79,242.27,90.08,0.18,0.41,0.68,1.68,12.15,40.58,13.09,24.14,0.0,6.06,-50.68,1.0
-0.25,-6.18,-3.13,0.0,0.0,0.0,4645.45,-26.04,4410.56,,0.96,24.2,25.2,0.65,96.03,0.87,0.04,0.0,11.48,41.07,1.0
1.94,12.79,1.08,0.08,0.84,0.84,135.79,129.29,169.92,,0.85,5.58,6.58,2.49,84.81,3.48,0.52,0.0,0.31,12.34,1.0
14.81,38.28,36.03,0.03,1.0,1.0,885.7,392.54,406.71,,0.61,1.59,2.59,14.81,61.32,29.17,0.72,0.0,0.0,0.0,1.0
20.29,22.29,3.95,6.82,6.82,11.15,70.78,,6.28,27.17,0.09,0.1,1.1,42.24,8.97,226.23,,0.0,4.27,44.53,1.0
21.76,50.15,14.65,0.93,1.07,1.07,245.04,19.3,137.21,0.15,0.57,1.31,2.31,25.68,56.62,51.37,1.1,0.0,2.64,9.45,1.0
16.45,24.24,14.93,0.36,1.21,1.21,330.33,71.41,83.82,,0.32,0.47,1.47,31.13,32.11,100.77,0.99,0.0,13.32,26.65,1.0
1.1,6.92,,0.14,0.72,1.19,473.84,225.69,391.06,185.7,0.84,5.3,6.3,12.97,84.13,1.3,,0.0,11.41,47.69,1.0
17.5,38.7,,0.56,1.11,1.11,216.64,34.22,61.51,,0.55,1.21,2.21,17.5,54.78,43.18,1.06,26.07,0.0,0.0,1.0
-2.35,161.53,-4.93,0.21,0.21,0.97,764.24,6.51,765.54,577.89,1.01,-69.75,-68.75,5.77,101.45,-1.73,-0.74,0.0,17.06,119.75,1.0
23.1,24.72,74.63,15.28,15.28,15.28,1175.7,,76.12,,0.07,0.07,1.07,23.1,6.55,352.92,,0.0,0.0,0.0,1.0
3.57,7.13,1.94,0.06,1.74,2.08,197.89,93.92,55.83,19.26,0.5,1.0,2.0,20.23,49.97,14.34,1.76,20.39,6.6,44.48,1.0
6.0,24.52,,0.05,1.3,1.3,364.77,331.81,246.17,,0.76,3.09,4.09,40.73,75.54,9.7,6.0,5.65,24.63,47.04,1.0
-14.57,-27.49,-6.55,3.39,3.39,3.39,163.76,,28.75,,0.47,0.89,1.89,12.42,47.02,-2.71,2.06,0.0,12.14,61.54,1.0
2.73,18.85,6.9,0.23,0.45,0.45,921.62,169.97,776.6,,85.54,591.34,6.91,3.86,85.54,25.76,0.24,0.0,2.88,4.37,1.0
40.19,72.57,19.7,0.62,1.81,1.91,178.42,92.99,78.5,7.7,44.62,80.58,1.81,105.54,44.62,100.23,3.64,0.0,32.03,52.69,1.0
19.48,20.61,29.51,18.21,18.21,18.21,551.5,,29.96,,0.05,0.06,1.06,19.48,5.49,354.64,,0.0,0.0,0.0,1.0
24.41,26.21,6.37,2.4,14.52,14.52,94.99,78.43,6.47,,6.88,7.39,1.07,24.41,6.88,354.51,,0.0,0.0,0.0,1.0
4.27,33.76,23.06,27.4,31.02,31.02,1967.76,19.21,5.3,,0.87,6.91,7.91,4.27,87.36,11.68,1.09,69.84,0.0,0.0,1.0
6.83,21.13,15.31,1.35,1.6,1.6,815.45,33.12,131.54,,0.68,2.09,3.09,6.83,67.65,24.12,1.13,0.0,0.0,0.0,1.0
-50.91,-230.62,,0.9,1.09,1.09,20.68,2.78,15.25,,77.92,352.96,4.53,526.89,77.92,-63.13,1.31,0.03,25.32,82.45,1.0
-11.14,129.29,-4.41,0.04,0.3,0.86,144.08,39.62,154.72,87.96,1.09,-12.61,-11.61,10.18,108.61,-6.56,-1.38,0.0,8.44,71.98,1.0
2.17,22.71,1.37,0.76,1.13,1.13,229.52,70.43,187.37,0.13,0.9,9.48,10.48,10.49,90.45,5.12,2.74,1.3,5.25,50.98,1.0
20.69,21.4,,14.12,30.04,30.04,687.01,360.0,22.62,,0.03,0.03,1.03,20.69,3.33,621.37,,0.0,0.0,0.0,1.0
18.1,23.21,,3.05,4.28,4.28,114.46,30.48,24.65,,0.22,0.28,1.28,80.61,22.03,82.16,,0.0,14.53,48.89,1.0
59.72,84.26,28.14,2.68,4.16,4.41,171.54,53.81,36.39,8.92,0.29,0.41,1.41,79.54,29.12,205.46,12.98,0.0,9.34,20.03,1.0
6.61,47.89,,0.06,0.37,0.37,118.72,29.11,36.2,,0.86,6.25,7.25,17.76,86.2,10.17,0.3,48.25,2.86,35.84,1.0
-19.41,-25.62,,2.58,4.13,4.13,63.13,23.34,15.13,,0.24,0.32,1.32,-4.09,24.23,-80.12,,0.0,1.98,94.18,1.0
0.45,8.43,0.35,0.0,0.59,0.6,283.04,139.94,197.97,0.56,0.95,17.65,18.65,4.88,94.64,5.06,0.31,22.66,2.46,24.27,1.0
17.76,100.0,3.37,0.2,0.37,0.37,69.0,9.65,56.12,,82.24,463.21,5.63,17.76,82.24,21.59,0.25,0.0,0.0,0.0,1.0
9.76,16.0,7.21,2.49,2.62,2.72,268.84,12.79,97.6,10.17,0.39,0.64,1.64,9.76,39.04,24.99,,0.0,0.0,0.0,1.0
4.7,7.14,2.03,0.08,2.88,3.09,157.43,140.73,50.34,10.96,0.34,0.52,1.52,49.52,34.2,15.05,,0.0,19.38,78.9,1.0
0.98,9.92,0.94,0.04,0.11,0.27,349.84,17.52,249.67,38.82,90.15,915.13,10.15,21.06,90.15,1.08,0.35,0.0,14.23,55.96,1.0
16.87,-165.75,24.58,0.02,0.1,0.1,530.29,37.04,471.59,,1.1,-10.82,-9.82,16.87,110.18,20.51,0.11,0.0,0.0,0.0,1.0
-20.03,-25.78,-13.14,3.78,4.48,4.48,218.38,37.15,52.66,,0.22,0.29,1.29,43.29,22.31,-89.8,,0.0,41.53,88.41,1.0
28.27,30.84,64.42,14.9,14.9,14.9,829.4,0.33,55.04,,0.08,0.09,1.09,34.81,8.33,339.52,,0.0,14.9,15.16,1.0
23.35,25.51,9.05,8.86,8.99,8.99,140.99,1.54,11.78,,8.45,9.23,1.09,38.84,8.45,376.81,3.81,0.0,6.0,27.84,1.0
10.76,11.7,24.56,11.05,12.32,12.32,830.62,80.61,42.72,,0.08,0.09,1.09,26.07,8.02,161.87,19.95,2.54,34.92,48.48,1.0
13.07,22.45,3.04,1.69,2.16,2.28,84.82,12.45,26.64,3.2,0.42,0.72,1.72,95.57,41.79,65.76,2.16,0.0,19.23,69.91,1.0
11.03,45.76,3.76,0.58,1.42,1.42,76.27,72.76,86.2,,0.76,3.15,4.15,34.87,75.9,14.53,,0.0,8.12,60.96,1.0
-14.48,-35.47,-1067.56,0.17,1.22,1.3,26834.08,16498.74,15703.73,1217.93,0.59,1.45,2.45,-14.48,59.17,-20.08,1.76,0.0,0.0,0.0,1.0
8.66,36.07,4.52,0.58,1.13,1.13,189.84,78.3,140.36,,0.76,3.16,4.16,30.01,75.98,15.49,1.67,1.23,11.13,53.59,1.0
1.24,2.15,,0.49,1.62,1.64,270.74,52.47,76.55,1.89,0.42,0.73,1.73,15.89,42.34,10.58,1.43,8.25,8.07,42.0,1.0
7.87,52.11,,0.11,0.17,0.17,1074.66,48.65,902.27,,0.85,5.62,6.62,7.87,84.89,9.27,0.18,0.0,0.0,0.0,1.0
4.91,32.23,3.72,0.51,0.71,0.71,275.86,45.66,230.95,,0.85,5.56,6.56,7.38,84.75,11.83,0.38,0.0,1.87,13.12,1.0
20.97,49.95,5.04,0.9,1.52,1.72,87.56,28.62,50.25,10.03,0.58,1.38,2.38,20.97,58.02,36.13,,0.0,0.0,0.0,1.0
7.64,9.65,14.85,2.51,4.81,4.81,217.55,334.37,145.26,,0.21,0.26,1.26,7.64,20.77,36.8,,0.0,0.0,0.0,1.0
19.07,43.25,15.88,1.53,2.33,2.33,303.1,103.27,34.5,,0.56,1.27,2.27,85.92,55.91,34.11,,31.43,55.66,68.39,1.0
1.75,22.83,1.34,0.02,0.87,0.91,279.9,174.69,150.32,7.02,0.92,12.06,13.06,9.61,92.34,4.46,0.78,32.2,4.43,40.19,1.0
0.49,1.14,0.36,0.11,1.19,1.48,271.97,94.86,55.09,26.04,0.57,1.32,2.33,43.31,56.83,7.36,1.15,25.94,23.27,63.72,1.0
12.87,90.2,4.91,0.35,1.19,1.19,138.97,97.48,115.63,,0.86,6.01,7.01,12.87,85.73,15.01,,0.0,0.0,0.0,1.0
15.21,55.38,,0.18,1.14,1.14,60.37,41.05,26.48,,72.54,264.15,3.64,128.21,72.54,22.79,1.54,27.43,14.07,62.17,1.0
20.31,-46.47,10.07,0.17,0.28,0.4,180.51,27.12,241.29,29.0,1.44,-3.29,-2.29,94.78,143.71,15.3,-0.78,0.0,26.58,99.82,1.0
0.42,1.15,,0.0,0.34,0.52,264.16,52.09,113.51,27.59,0.63,1.71,2.71,42.01,63.1,6.07,0.67,17.97,21.69,70.48,1.0
10.52,50.26,,0.43,0.84,0.84,143.19,45.77,111.98,,79.07,377.77,4.78,10.52,79.07,27.53,0.62,0.0,0.0,0.0,1.0
6.72,9.44,10.77,0.73,1.73,1.73,583.31,166.18,166.26,,0.29,0.4,1.4,6.72,28.82,68.87,1.43,0.0,0.0,0.0,1.0
9.39,56.4,2.19,0.06,0.92,0.92,84.75,47.5,56.97,0.02,0.81,4.84,6.0,47.55,80.56,18.26,0.72,4.12,6.2,42.08,1.0
2.22,12.79,4.52,0.12,0.54,0.54,741.43,254.7,605.91,0.53,0.83,4.76,5.76,2.22,82.63,32.08,0.31,0.0,0.0,0.0,1.0
2.07,54.81,6.42,0.0,1.04,1.04,1126.83,1113.03,1072.2,,0.96,25.42,26.42,2.23,96.22,2.16,37.4,0.0,0.47,8.57,1.0
