feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,class
33.28,38.43,70.5,5.45,7.46,7.46,771.06,205.35,102.18,,0.13,0.15,1.15,33.28,13.4,248.4,,0.0,0.0,0.0,1.0
3.91,5.41,6.1,0.55,1.59,1.67,567.37,127.21,122.52,9.77,0.28,0.38,1.38,6.39,27.69,30.73,1.17,0.0,2.7,14.07,1.0
2.82,5.56,0.88,1.87,1.93,1.93,113.67,2.99,53.59,0.08,0.49,0.97,1.97,24.19,49.36,13.15,6.26,0.0,6.67,56.23,1.0
5.08,63.83,3.34,0.0,1.38,1.78,239.24,69.37,50.21,19.94,89.32,1121.33,12.55,52.35,89.32,25.92,1.17,0.0,21.8,95.32,1.0
7.17,58.9,0.85,0.17,1.65,1.65,43.33,18.62,12.65,,0.88,7.21,8.21,8.36,87.82,20.29,1.37,0.0,0.1,2.43,1.0
7.85,-34.66,4.83,0.07,0.81,0.99,224.03,151.77,205.67,37.11,1.23,-5.42,-4.42,42.23,122.64,8.85,0.93,0.0,15.28,52.6,1.0
18.72,26.15,5.84,1.02,1.18,1.18,113.53,5.33,31.89,,28.4,39.67,1.4,18.72,28.4,154.83,1.08,0.0,0.0,0.0,1.0
2.98,3.0,21.95,186.13,446.24,452.56,2682.21,1402.27,5.39,34.05,0.01,0.01,1.01,6.16,0.57,692.22,12.47,0.0,14.59,38.16,1.0
-136.87,-196.59,-51.03,0.43,2.34,2.34,135.71,73.97,38.77,,30.38,43.64,1.44,14.36,30.38,-425.22,2.19,0.0,56.38,-1579.21,1.0
35.49,39.47,23.89,9.74,9.92,9.92,245.03,4.48,24.43,,0.1,0.11,1.11,35.49,10.08,352.01,,0.0,0.0,0.0,1.0
4.81,5.73,1.76,2.41,3.22,5.03,133.6,17.35,2.71,38.81,0.16,0.19,1.19,8.97,16.18,64.09,4.52,14.13,1.53,20.97,1.0
16.16,19.92,8.63,3.6,4.7,4.9,194.4,27.51,25.09,5.04,0.19,0.23,1.23,77.11,18.88,109.44,2.4,0.0,22.66,51.45,1.0
18.29,27.17,14.13,1.44,2.43,2.99,281.27,88.89,90.37,51.02,32.68,48.55,1.49,30.95,32.68,65.57,23.5,0.0,9.79,31.05,1.0
32.03,39.3,13.83,1.57,3.82,4.37,157.22,64.74,28.77,16.03,0.19,0.23,1.23,32.2,18.5,173.09,4.28,0.0,0.0,0.0,1.0
35.35,73.98,23.89,0.27,2.14,2.14,245.94,188.95,101.17,,0.52,1.09,2.09,38.92,52.21,78.31,5.26,10.39,2.41,6.19,1.0
33.48,36.24,53.77,13.05,13.05,13.05,584.62,,44.05,,0.08,0.08,1.08,40.19,7.62,454.74,157.8,0.0,10.79,13.09,1.0
3.6,4.84,3.51,2.95,4.44,6.09,354.95,59.38,32.59,65.91,0.12,0.17,1.34,35.48,12.32,59.29,2.46,2.11,21.89,55.39,1.0
5.6,8.41,,2.98,2.99,2.99,233.26,0.42,77.15,,33.44,50.24,1.5,5.6,33.44,16.73,,0.0,0.0,0.0,1.0
9.83,18.21,,1.75,1.75,1.75,519.5,,233.5,,0.46,0.85,1.85,9.84,46.05,55.19,2.77,0.0,0.0,0.0,1.0
-4.4,-4.58,-14.6,24.63,24.91,24.91,415.08,13.2,48.0,,0.04,0.04,1.04,-4.4,4.02,-109.5,,0.0,0.0,0.0,1.0
-0.32,-18.58,-0.36,0.01,0.81,0.81,407.94,310.1,403.7,0.61,98.28,5719.79,58.2,10.51,98.28,0.8,0.08,0.0,8.73,63.48,1.0
-0.7,-10.49,,0.12,0.36,0.58,1190.58,58.83,490.29,139.35,93.16,1401.53,15.04,3.4,93.16,9.74,0.67,42.12,6.99,23.69,1.0
2.51,81.43,0.52,0.01,0.47,0.63,75.12,32.21,60.12,11.13,0.97,31.46,32.46,75.57,96.92,19.96,0.08,13.11,10.62,52.1,1.0
2.38,12.19,2.15,0.04,0.52,0.89,328.04,55.18,134.38,51.21,80.43,411.02,5.11,26.43,80.43,16.62,0.9,1.98,15.46,46.4,1.0
0.91,3.48,0.73,0.06,0.32,1.36,293.33,41.18,139.99,163.15,0.74,2.81,3.81,14.48,73.77,1.24,1.75,10.53,10.94,77.57,1.0
5.29,7.53,2.8,0.03,1.51,2.9,192.55,65.82,44.64,61.92,0.29,0.42,1.43,73.7,29.34,31.65,2.32,0.0,25.05,59.26,1.0
2.54,20.01,2.04,0.02,0.18,1.54,291.46,29.8,187.2,255.03,0.87,6.87,7.87,74.69,87.29,2.91,,0.0,57.77,110.65,1.0
6.01,12.34,1.96,0.42,0.93,1.28,118.68,30.1,22.35,21.23,0.51,1.05,2.05,39.53,51.32,30.62,1.4,31.85,7.62,44.33,1.0
4.13,5.62,2.23,3.04,3.68,3.7,196.86,27.36,43.05,0.96,0.27,0.36,1.36,109.48,26.59,33.75,4.14,0.0,42.02,64.71,1.0
16.47,38.22,,0.31,0.82,0.84,207.61,56.35,110.33,1.35,0.57,1.32,2.32,79.62,56.91,42.98,0.82,0.0,24.69,46.32,1.0
1.12,1.25,1.3,0.27,1.49,7.4,424.71,32.42,26.61,157.33,0.1,0.12,1.12,53.73,10.48,29.49,1.74,0.0,44.26,67.22,1.0
1.6,10.47,0.76,0.12,0.67,0.67,172.01,77.96,142.84,,84.72,554.33,6.54,23.54,84.72,21.49,0.36,0.0,10.37,62.14,1.0
14.37,41.41,4.96,0.2,0.82,1.5,125.62,26.9,42.79,29.0,0.65,1.88,2.88,66.15,65.31,43.39,1.33,5.01,17.87,46.92,1.0
0.73,2.82,0.45,0.15,0.62,1.06,222.77,50.15,116.94,69.06,0.74,2.84,3.84,9.2,73.99,3.16,1.16,17.82,3.37,41.73,1.0
0.72,3.19,0.57,0.77,0.89,0.97,286.82,25.91,152.68,17.54,0.77,3.4,4.4,13.37,77.28,13.72,0.9,23.33,9.96,107.22,1.0
15.09,21.76,20.01,1.41,2.01,2.49,482.8,54.49,91.11,44.45,0.31,0.44,1.44,28.68,30.66,54.94,1.54,11.05,13.13,28.21,1.0
-0.37,-0.43,-0.94,3.92,3.92,7.04,929.36,,130.5,407.87,0.14,0.17,1.17,-0.37,14.2,-2.61,,0.0,0.0,0.0,1.0
-11.46,-21.55,,2.14,2.14,2.14,245.47,,113.68,,0.47,0.88,1.88,106.78,46.83,-24.47,,0.0,61.39,78.77,1.0
9.12,480.84,3.28,0.26,0.52,1.02,130.66,17.35,51.1,33.7,0.98,51.7,52.7,96.88,98.1,21.38,1.04,20.78,22.9,55.51,1.0
7.34,9.56,7.2,0.2,1.34,2.87,356.79,62.59,34.99,88.24,0.23,0.3,1.3,32.13,23.16,38.18,1.53,9.77,16.04,45.76,1.0
0.56,30.84,0.5,0.04,0.32,0.35,327.03,89.13,317.0,7.45,98.19,5419.77,55.2,6.81,98.19,12.2,0.03,0.0,4.07,23.19,1.0
49.21,95.78,25.51,1.12,1.58,1.58,188.69,39.65,86.25,0.11,48.62,94.63,1.95,50.02,48.62,131.78,1.9,0.0,0.42,0.99,1.0
0.57,0.78,1.44,1.14,1.58,1.58,924.16,109.63,248.54,0.05,0.27,0.38,1.38,8.8,27.3,33.74,1.28,0.0,20.9,83.59,1.0
11.09,76.18,7.79,0.17,0.3,1.01,256.23,25.85,192.26,136.12,0.85,5.87,6.87,46.15,85.44,19.08,1.04,0.48,17.42,42.03,1.0
-1.27,-7.88,,0.96,1.07,1.07,1386.42,125.79,1150.83,,0.84,5.22,6.22,-1.27,83.93,26.74,1.63,0.0,0.0,0.0,1.0
42.23,53.71,31.02,2.98,3.08,3.08,267.32,5.45,56.49,0.26,0.21,0.27,1.27,58.32,21.37,223.53,2.3,0.0,11.81,13.34,1.0
17.32,58.15,9.86,0.34,0.61,0.76,207.34,35.41,74.46,20.25,0.7,2.36,3.36,39.2,70.17,35.05,0.69,29.11,8.79,29.48,1.0
20.91,42.79,20.5,1.14,6.68,6.68,356.85,14.85,16.81,,0.51,1.05,2.05,22.42,51.13,56.04,1.4,0.0,1.48,4.7,1.0
8.44,31.89,,0.65,1.17,1.17,114.65,43.4,83.36,,0.74,2.78,3.78,8.44,73.52,27.96,1.87,0.0,0.0,0.0,1.0
0.58,0.58,,0.38,52.37,52.37,,,,,0.01,0.01,1.01,0.58,1.02,56.7,2.13,0.0,,0.0,1.0
9.11,59.16,8.15,0.12,0.69,0.75,325.41,63.61,112.53,6.81,0.73,4.77,6.49,24.96,73.46,24.64,0.74,10.4,10.07,30.32,1.0
27.8,74.71,,0.28,1.6,1.6,405.97,330.22,238.48,,62.79,168.77,2.69,27.8,62.79,44.27,,3.17,0.0,0.0,1.0
1.76,3.51,1.83,1.27,1.52,1.67,378.43,46.72,186.27,28.07,49.77,99.08,1.99,1.76,49.77,20.51,2.97,0.0,0.0,0.0,1.0
24.97,29.92,,2.38,5.84,5.84,141.76,80.23,23.17,,0.17,0.2,1.2,25.83,16.54,156.76,23.75,0.0,0.25,2.01,1.0
7.08,-107.78,2.11,0.04,0.53,0.72,108.54,51.2,111.21,20.63,1.07,-16.22,-15.22,62.5,106.57,13.26,-0.25,0.0,12.08,53.51,1.0
53.36,53.36,1.23,,,,8.41,8.32,,,,,1.0,312.04,0.0,,,0.0,4.41,61.03,1.0
-3.69,-4.49,-23.23,0.06,0.83,1.07,2293.75,86.8,112.76,27.65,0.14,0.17,1.22,3.45,13.59,128.85,0.87,0.0,31.96,258.84,1.0
2.74,7.55,1.84,0.0,0.69,0.94,244.29,75.27,100.16,28.44,0.64,1.76,2.76,25.35,63.76,10.18,0.95,6.36,10.95,61.22,1.0
-3.59,-6.07,-1.13,2.27,2.44,2.44,115.12,7.91,46.62,,0.41,0.69,1.69,49.12,40.94,-8.76,,0.0,16.67,82.64,1.0
0.46,40.91,,0.02,0.11,0.19,610.15,55.51,563.46,48.46,0.99,87.62,88.62,12.1,98.87,0.47,0.02,5.11,13.81,61.25,1.0
4.55,4.7,,12.95,31.63,31.63,3423.34,2000.28,107.02,,3.16,3.26,1.03,9.35,3.16,144.03,,0.0,0.0,0.0,1.0
-1.74,-1.8,-64.5,30.84,30.84,30.84,13470.73,,432.0,,0.03,0.03,1.03,-1.74,3.24,-53.75,,0.0,0.0,0.0,1.0
1.27,6.7,3.38,0.19,0.41,0.41,359.41,174.65,777.01,,0.81,4.28,5.28,1.27,81.07,7.04,0.28,0.0,0.0,0.0,1.0
2.83,12.84,1.06,0.45,0.65,0.66,136.43,21.04,88.58,0.82,0.78,3.54,4.54,14.71,77.96,17.59,0.46,12.26,3.27,27.66,1.0
5.97,18.72,2.02,0.94,1.26,1.31,123.37,26.75,39.26,4.03,0.68,2.13,3.13,97.65,68.09,16.12,2.56,34.45,31.07,82.0,1.0
0.48,1.99,0.76,0.21,0.51,1.29,573.8,128.53,418.68,325.84,0.76,3.14,4.14,42.73,75.83,3.69,5.84,0.0,48.09,67.47,1.0
-16.42,-22.37,-26.05,1.31,2.11,4.25,577.58,53.65,71.74,166.32,0.23,0.31,1.36,3.57,23.11,6.01,1.92,5.59,22.49,184.95,1.0
20.66,52.33,4.89,0.16,1.33,1.36,86.17,40.03,30.81,1.27,58.24,147.51,2.53,24.61,58.24,48.72,1.28,22.08,0.67,6.38,1.0
34.28,48.07,9.76,3.25,3.48,3.48,61.78,7.0,29.42,,0.29,0.4,1.4,34.28,28.7,119.43,,0.0,0.0,0.0,1.0
24.44,52.98,11.38,0.98,1.29,1.29,169.54,28.43,90.16,0.05,0.54,1.17,2.17,28.48,53.88,62.79,1.51,0.0,1.88,9.31,1.0
0.32,0.75,0.16,0.07,0.14,1.06,187.51,5.27,73.54,67.44,57.91,138.02,2.38,135.59,57.91,9.37,0.8,0.0,50.25,68.06,1.0
-17.3,-465.77,,0.48,2.9,2.9,289.09,58.33,31.03,0.02,0.96,25.92,26.92,24.72,96.29,-3.91,1.27,0.0,23.42,73.1,1.0
48.64,98.5,,1.18,1.98,1.98,111.05,44.17,54.85,,0.51,1.03,2.03,141.35,50.62,96.15,52.12,0.0,20.6,42.8,1.0
4.16,54.73,10.68,0.0,0.08,0.23,935.38,48.13,646.92,99.4,80.55,1060.53,13.17,13.92,80.55,12.73,0.21,0.0,17.57,84.0,1.0
10.35,18.27,9.04,2.83,3.53,3.58,318.08,28.95,49.16,2.65,0.4,0.7,1.77,59.95,39.93,41.59,1.69,2.13,32.69,57.9,1.0
37.49,45.39,18.15,0.35,2.55,2.55,176.19,64.33,29.22,,0.17,0.21,1.21,58.65,17.4,314.73,1.44,0.0,10.24,23.93,1.0
0.97,25.34,3.56,0.04,0.11,0.11,1340.98,85.08,1186.38,,96.19,2524.1,26.24,0.97,96.19,9.66,0.12,0.0,0.0,0.0,1.0
4.38,5.4,1.26,3.93,5.28,5.28,104.58,26.27,19.45,,0.19,0.23,1.23,4.38,18.81,23.31,,0.0,0.0,0.0,1.0
4.03,37.92,3.39,0.17,1.13,1.69,306.77,141.04,146.6,81.58,89.38,841.48,9.41,26.22,89.38,-7.16,2.75,0.0,14.93,101.86,1.0
-3.68,-8.58,-4.75,0.23,0.66,1.51,470.02,111.41,257.55,217.72,55.56,129.45,2.33,-2.36,55.56,5.17,2.63,0.0,1.16,26.55,1.0
0.35,0.54,0.39,0.04,0.61,1.47,401.15,73.82,65.46,111.18,34.82,53.42,1.53,32.88,34.82,19.13,1.29,15.99,25.05,57.78,1.0
-0.17,-0.2,-0.08,6.15,6.15,6.15,179.09,,28.8,,16.26,19.42,1.19,-0.17,16.26,-1.04,,0.0,0.0,0.0,1.0
24.78,64.12,7.13,0.36,0.43,1.61,104.7,3.55,49.99,58.83,0.61,1.59,2.59,24.78,61.35,44.65,2.3,0.0,0.0,0.0,1.0
1.8,-9.22,3.27,0.39,0.39,0.4,661.0,0.2,557.03,5.2,1.2,-6.12,-5.12,20.22,119.51,9.77,0.01,14.13,33.44,56.02,1.0
25.97,26.0,8.59,792.6,995.3,995.3,120.43,24.26,0.12,0.0,0.0,0.0,1.0,25.97,0.1,25850.0,,0.0,0.0,0.0,1.0
-2.28,450.59,-2.34,0.12,0.5,0.73,373.28,140.03,367.9,84.1,1.01,-198.81,-197.81,44.88,100.51,1.4,0.02,0.0,34.7,64.02,1.0
0.14,0.22,0.06,0.01,0.35,0.89,165.19,12.45,35.56,19.87,0.25,0.42,1.66,36.26,25.47,44.86,0.78,0.91,11.83,56.48,1.0
6.88,7.55,9.94,2.63,5.29,8.7,526.22,78.18,29.73,101.3,0.09,0.09,1.1,23.97,8.59,136.74,1.88,0.0,17.91,39.47,1.0
6.61,13.67,2.54,0.86,2.25,2.26,139.8,66.49,47.84,0.16,0.52,1.07,2.07,60.94,51.65,30.32,2.93,0.0,15.05,54.32,1.0
10.55,-29.86,2.96,0.22,0.49,0.69,102.13,36.36,134.75,27.4,1.35,-3.82,-2.83,90.12,135.09,11.17,-4.79,0.26,15.4,57.59,1.0
54.82,72.08,,4.18,4.18,4.18,405.38,,95.99,,0.24,0.31,1.31,54.82,23.94,228.99,,0.0,0.0,0.0,1.0
0.67,2.0,0.4,3.43,5.26,5.55,86.1,70.19,38.26,10.94,0.66,1.97,2.97,8.45,66.38,1.01,,0.0,4.59,87.21,1.0
26.29,37.22,,0.76,3.48,3.48,190.3,147.12,54.12,,0.29,0.42,1.42,67.37,29.37,89.49,,0.0,16.88,42.98,1.0
14.18,15.01,6.2,17.99,18.16,18.16,159.2,1.45,8.67,,5.51,5.83,1.06,171.89,5.51,257.5,,0.0,68.97,88.9,1.0
33.65,55.65,9.75,1.27,2.37,2.37,105.5,37.88,34.37,,39.53,65.37,1.65,33.65,39.53,105.96,3.08,0.0,0.0,0.0,1.0
6.0,7.21,6.47,2.98,5.03,6.92,392.17,112.84,54.92,103.71,0.17,0.2,1.2,34.44,16.75,40.84,50.83,0.0,21.98,53.57,1.0
0.42,0.82,0.44,0.23,0.7,0.77,383.06,68.89,145.85,9.23,0.4,0.77,1.95,30.45,39.63,6.99,0.74,0.0,23.29,76.79,1.0
19.41,21.3,3.68,10.46,11.28,11.28,68.95,4.97,6.04,,0.09,0.1,1.1,45.17,8.86,219.01,,0.0,4.88,47.97,1.0
1.09,4.21,0.46,0.01,0.8,1.02,154.14,52.53,60.71,14.26,0.74,2.87,3.87,6.01,74.17,14.32,1.02,3.58,1.53,-134.6,1.0
12.34,59.91,7.58,0.76,1.26,1.26,223.71,87.5,42.93,,79.41,385.58,4.86,12.34,79.41,15.54,,60.0,0.0,0.0,1.0
38.0,40.95,16.93,8.91,9.2,9.2,162.19,3.25,11.4,,0.07,0.08,1.08,58.87,7.2,785.25,2.68,0.0,9.3,23.81,1.0
4.49,5.6,2.28,1.34,4.44,4.82,184.71,100.75,32.49,12.33,0.18,0.23,1.25,52.62,18.36,59.27,5.82,0.0,17.61,72.57,1.0
17.65,24.76,7.41,0.14,3.47,3.52,152.7,135.27,36.03,2.21,0.29,0.4,1.4,37.6,28.7,66.96,14.15,3.09,6.05,32.28,1.0
15.8,17.31,11.2,11.32,11.42,11.42,257.98,2.29,22.33,,8.75,9.59,1.1,15.8,8.75,180.48,,0.0,0.0,0.0,1.0
4.15,49.25,2.03,1.03,1.07,1.09,178.24,5.0,161.43,4.21,91.57,1086.72,11.87,41.49,91.57,4.53,,0.0,15.13,70.89,1.0
11.96,38.65,10.91,0.08,1.45,2.75,332.17,74.75,43.96,72.22,0.69,2.23,3.23,31.9,69.06,24.21,1.55,3.54,12.92,31.39,1.0
8.83,21.19,9.77,1.69,1.71,1.71,402.48,5.88,232.17,,0.58,1.4,2.4,8.83,58.33,15.14,,0.0,0.0,0.0,1.0
20.76,50.47,5.32,0.09,1.59,1.59,93.38,76.62,51.04,0.24,58.82,143.02,2.43,24.49,58.82,46.41,3.88,0.0,0.71,4.83,1.0
28.13,77.7,15.73,0.04,1.54,1.57,100.63,191.82,128.4,4.03,0.64,1.76,2.76,28.13,63.79,44.1,,0.0,0.0,0.0,1.0
8.99,42.93,3.69,0.31,0.99,0.99,149.31,78.93,84.91,,0.79,3.77,4.77,11.94,79.05,15.69,0.95,21.55,1.21,11.67,1.0
13.03,13.66,3.28,21.61,21.61,21.61,41.82,,4.2,,0.05,0.05,1.05,13.03,4.63,281.49,,0.0,0.0,0.0,1.0
15.36,17.38,12.98,3.24,5.4,7.82,307.61,55.54,25.81,62.49,0.1,0.11,1.13,42.85,9.82,182.04,2.64,0.0,16.74,39.6,1.0
-6.71,-11.09,-16.31,0.06,0.21,0.52,885.07,12.76,34.09,26.77,39.5,65.29,1.65,-2.6,39.5,-4.19,0.95,12.2,6.86,80.55,1.0
-7.92,-565.35,-4.24,0.05,0.15,0.34,194.6,18.04,179.91,34.12,0.99,70.35,71.35,17.7,98.6,-0.44,0.09,4.69,9.82,67.85,1.0
24.02,24.03,58.18,629.7,1218.92,1218.92,881.66,209.92,0.36,,0.04,0.04,1.0,24.02,0.04,64901.83,1.99,0.0,0.0,0.0,1.0
2.78,15.19,3.26,0.18,0.32,0.35,426.41,48.38,343.77,10.53,0.82,4.46,5.46,30.93,81.68,10.68,0.26,0.0,32.98,68.21,1.0
12.36,15.5,6.97,1.61,2.38,3.44,205.23,29.41,37.98,40.2,0.21,0.26,1.25,103.95,20.56,77.25,2.29,0.0,35.34,55.2,1.0
8.88,45.64,1.86,0.08,0.93,0.93,76.33,51.57,60.77,,0.81,4.14,5.14,26.87,80.53,18.23,0.76,0.0,3.77,49.43,1.0
21.68,22.74,,21.42,21.42,21.42,322.67,,14.9,,0.05,0.05,1.05,21.68,4.67,464.4,,0.0,0.0,0.0,1.0
13.65,49.42,,2.33,2.6,2.6,97.44,5.1,18.71,,0.72,2.62,3.62,89.79,72.38,46.9,1.57,0.0,16.17,46.57,1.0
9.12,-86.0,,0.11,0.31,0.32,515.94,110.68,558.89,4.9,1.11,-10.42,-9.42,47.92,110.61,22.13,-0.16,0.0,38.69,52.33,1.0
0.83,3.37,0.68,0.32,0.46,0.58,296.5,31.51,191.76,25.33,0.75,3.05,4.05,33.02,75.3,21.03,0.45,9.19,18.83,48.31,1.0
0.08,0.28,0.06,0.01,0.48,1.1,270.19,54.77,117.31,73.34,0.71,2.41,3.41,1.51,70.71,4.17,1.08,0.0,1.06,25.81,1.0
,,,,,,,,,,,,,,,,,,,,1.0
7.84,18.71,,1.09,1.21,1.21,186.26,12.9,107.03,,58.1,138.67,2.39,7.84,58.1,19.44,1.41,0.0,0.0,0.0,1.0
-4.44,-26.34,-4.23,0.06,0.48,0.56,346.94,68.43,132.99,13.67,0.7,4.16,5.94,17.53,70.03,2.41,0.53,23.14,14.18,58.26,1.0
8.34,20.23,,0.52,2.28,2.28,169.91,60.79,34.52,,0.35,0.86,2.43,41.99,35.28,50.36,1.05,14.74,11.46,45.2,1.0
20.57,-2482.96,9.79,0.05,0.43,0.43,173.23,63.31,166.53,,1.01,-121.69,-120.69,73.38,100.83,36.13,0.0,0.0,19.98,45.29,1.0
3.99,38.49,13.17,0.59,1.03,1.03,1199.91,461.31,1063.59,,0.9,8.64,9.64,10.36,89.62,7.4,1.31,0.0,20.99,38.8,1.0
14.96,24.06,20.28,0.85,1.37,1.95,493.3,42.36,60.2,48.28,0.24,0.38,1.61,26.31,23.84,87.61,1.03,10.87,11.06,23.06,1.0
42.36,49.5,,6.94,6.94,6.94,82.25,,11.73,,0.14,0.17,1.17,42.36,14.42,293.88,,0.0,0.0,0.0,1.0
2.61,139.89,,2.17,3.92,3.92,538.79,47.09,26.93,,0.98,52.65,53.65,49.57,98.14,8.99,1.17,4.01,48.9,57.67,1.0
1.06,24.22,0.5,0.06,0.84,0.93,170.62,109.34,139.2,12.85,0.96,21.91,22.91,12.38,95.64,7.67,0.74,0.0,4.02,50.66,1.0
26.73,35.2,,3.77,4.97,4.97,171.22,39.62,30.21,,0.24,0.32,1.32,183.23,24.06,117.03,24.1,1.64,51.46,59.52,1.0
-1.01,-14.89,-3.47,0.32,1.17,1.17,1246.5,585.4,687.31,,0.93,13.68,14.68,-1.01,93.19,4.68,0.2,0.0,0.0,0.0,1.0
1.15,35.88,0.76,1.56,2.6,2.61,239.59,63.56,60.81,0.01,0.97,30.07,31.07,10.18,96.78,14.13,2.26,0.0,4.33,27.18,1.0
4.58,14.0,1.59,0.54,1.49,1.73,126.23,56.13,59.05,14.11,0.67,2.05,3.05,4.58,67.26,17.29,2.9,19.96,0.0,0.0,1.0
26.27,78.39,34.81,2.97,2.97,2.97,343.13,,160.68,,0.66,1.98,2.98,26.27,66.48,39.52,,0.0,0.0,0.0,1.0
13.41,15.74,10.17,1.11,4.5,4.5,276.03,109.35,32.31,,0.15,0.17,1.17,45.96,14.77,126.6,1.88,0.0,18.11,42.33,1.0
14.99,23.6,14.36,1.24,1.89,1.93,348.6,78.39,120.24,5.28,0.36,0.57,1.57,46.35,36.48,56.12,1.98,0.0,21.82,45.3,1.0
10.1,24.74,5.23,0.12,0.67,1.32,188.5,53.43,99.02,63.66,0.59,1.45,2.45,63.19,59.16,22.94,1.43,0.0,20.15,91.64,1.0
2.92,74.48,0.7,0.0,0.59,1.19,87.06,42.09,57.49,42.99,0.96,24.52,25.52,52.68,96.08,3.2,4.63,16.09,8.81,65.91,1.0
0.16,1.5,0.2,0.01,0.31,0.55,465.27,93.62,290.59,73.11,88.76,831.22,9.37,13.36,88.76,8.2,0.5,19.02,11.53,145.61,1.0
18.33,29.96,,2.19,2.89,2.89,126.18,30.12,42.85,,0.39,0.63,1.63,238.97,38.82,47.22,,0.0,54.98,69.45,1.0
14.6,38.57,3.69,1.24,1.61,1.61,86.68,20.72,56.53,,0.62,1.64,2.64,14.6,62.14,23.5,,0.0,0.0,0.0,1.0
-12.84,-14.73,-1.95,0.53,0.53,0.53,55.21,,5.42,,0.13,0.15,1.15,-12.84,12.82,-11.42,0.92,0.0,0.0,0.0,1.0
-6.45,-31.18,-8.77,1.09,1.22,1.22,494.77,5.39,386.73,,0.79,3.84,4.84,16.97,79.32,-5.49,5.48,0.0,31.83,115.71,1.0
-4.92,-6.03,-4.38,0.05,0.14,1.84,323.84,4.57,49.81,84.79,0.18,0.23,1.23,32.76,18.37,17.56,1.17,0.0,23.44,85.77,1.0
6.25,22.38,3.09,0.07,0.38,0.38,180.14,38.84,128.4,,0.72,2.58,3.58,7.9,72.07,10.1,0.38,0.0,0.82,15.12,1.0
0.99,11.33,1.26,0.02,0.41,0.67,463.99,44.9,65.27,30.4,0.91,10.44,11.44,19.3,91.25,7.0,0.89,52.5,16.48,47.75,1.0
-14.81,-126.61,-2.32,0.21,0.92,1.1,56.95,32.07,45.19,7.76,0.88,7.55,8.55,183.52,88.31,7.93,1.64,6.33,31.03,93.68,1.0
38.95,97.29,22.98,0.51,1.5,1.56,214.8,125.92,127.23,7.32,0.6,1.5,2.5,58.01,59.97,66.61,6.16,0.0,11.25,26.8,1.0
-1.35,-2.99,-3.66,0.02,1.09,1.09,983.6,567.21,532.42,,0.55,1.21,2.21,28.66,54.73,12.88,1.12,0.0,81.1,82.23,1.0
7.49,123.97,,-0.53,2.09,2.09,268.93,62.53,23.89,0.05,0.93,15.4,16.55,69.33,93.08,16.55,1.11,0.0,39.05,67.0,1.0
17.75,43.5,10.39,0.25,0.71,1.63,213.03,56.67,121.41,111.22,0.59,1.45,2.45,67.81,59.19,32.73,6.8,0.0,29.3,-861.01,1.0
1.45,17.82,0.85,0.02,1.1,1.1,212.93,207.28,168.17,,0.91,11.15,12.31,1.45,90.57,1.6,,10.72,0.0,0.0,1.0
10.9,19.85,9.45,2.16,2.22,2.22,315.56,8.34,140.7,,0.45,0.82,1.82,85.15,45.08,24.17,,0.0,47.62,60.89,1.0
30.09,33.93,27.51,4.19,5.91,7.18,332.8,60.33,35.06,44.52,0.11,0.13,1.13,50.92,11.31,272.51,3.83,0.0,13.85,32.72,1.0
1.57,5.7,,0.58,0.82,1.15,104.92,6.08,67.27,22.51,0.72,2.63,3.63,133.18,72.49,11.38,1.21,0.0,26.98,64.74,1.0
0.26,6.52,0.53,0.04,0.47,1.06,747.86,119.63,282.17,165.85,0.67,16.84,25.18,2.18,66.88,21.23,0.55,0.0,3.01,13.37,1.0
3.09,5.18,3.07,0.98,1.74,3.08,361.58,59.71,72.47,106.59,0.38,0.64,1.68,39.69,38.28,20.37,2.31,1.88,26.39,57.95,1.0
20.68,41.14,22.64,0.64,1.12,1.2,398.45,94.87,96.49,15.25,0.5,0.99,1.99,25.28,49.73,56.1,1.24,25.24,5.03,11.23,1.0
1.38,3.5,1.93,0.02,0.52,0.8,508.95,145.51,263.47,83.53,0.61,1.54,2.54,21.83,60.65,5.98,0.78,6.07,20.52,62.96,1.0
24.38,33.1,,2.03,3.28,3.36,208.61,63.49,50.7,3.9,0.26,0.36,1.36,88.88,26.32,116.94,4.31,0.0,26.16,45.48,1.0
1.19,4.96,,0.36,2.73,2.73,81.16,53.28,29.44,,75.96,316.04,4.16,81.48,75.96,1.57,,0.0,13.72,69.64,1.0
-1.33,-2.37,-1.83,0.06,1.1,1.67,502.7,117.01,95.15,84.57,0.35,0.63,1.78,30.58,35.27,8.63,1.15,10.7,31.72,66.52,1.0
10.5,89.18,19.62,0.0,0.59,0.59,680.18,227.46,384.83,,0.88,7.49,8.49,25.74,88.23,13.29,0.18,0.0,20.28,37.78,1.0
4.04,5.13,4.21,0.74,1.02,1.02,378.56,21.57,79.09,,0.21,0.27,1.27,4.04,21.12,75.97,1.0,0.0,0.0,0.0,1.0
34.38,96.3,16.53,0.49,1.14,1.26,174.98,72.28,111.27,13.22,0.64,1.8,2.8,48.85,64.3,65.28,1.87,0.0,5.14,19.15,1.0
